# Annotated with Bakta
# Software: v1.11.0
# Database: v6.0, full
# DOI: 10.1099/mgen.0.000685
# URL: github.com/oschwengers/bakta
#Sequence Id	Type	Start	Stop	Strand	Locus Tag	Score	Evalue	Query Cov	Subject Cov	Id	Accession
contig_2	cds	658406	659218	+	AJMLCG_00672	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8Y5
contig_2	cds	659264	659920	-	AJMLCG_00673	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADM6
contig_2	cds	660198	660887	+	AJMLCG_00674	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31460
contig_2	cds	660884	661762	+	AJMLCG_00675	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31459
contig_2	cds	661746	662363	+	AJMLCG_00676	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6BF16
contig_2	cds	662360	663508	+	AJMLCG_00677	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6BF17
contig_2	cds	663628	664920	+	AJMLCG_00678	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AA76
contig_2	cds	664917	665981	-	AJMLCG_00679	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31456
contig_2	cds	666082	667296	+	AJMLCG_00680	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31455
contig_2	cds	667298	667558	-	AJMLCG_00681	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_C3SLQ7
contig_2	ncRNA-region	667870	667942	+	-	100.5	1.6e-16	-	-	-	RFAM:RF01832
contig_2	cds	667936	668349	+	AJMLCG_00682	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0C054
contig_2	cds	668461	668889	+	AJMLCG_00683	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0C058
contig_2	cds	669085	670746	+	AJMLCG_00684	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60872
contig_2	cds	670743	671459	-	AJMLCG_00685	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31453
contig_2	cds	671755	672861	+	AJMLCG_00686	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31452
contig_2	cds	672886	673371	+	AJMLCG_00687	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P69789
contig_2	cds	673371	674009	+	AJMLCG_00688	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31450
contig_2	cds	674009	674185	+	AJMLCG_00689	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A024LBB6
contig_2	cds	674182	675075	-	AJMLCG_00690	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31449
contig_2	cds	675242	676957	+	AJMLCG_00691	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31448
contig_2	cds	676954	678447	+	AJMLCG_00692	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31447
contig_2	cds	678494	678943	-	AJMLCG_00693	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31446
contig_2	cds	679051	679398	+	AJMLCG_00694	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADM0
contig_2	cds	679388	679750	+	AJMLCG_00695	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADL6
contig_2	cds	679747	680244	+	AJMLCG_00696	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31443
contig_2	cds	680252	681436	-	AJMLCG_00697	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31442
contig_2	sorf	681518	681592	+	AJMLCG_00698	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0DSH6
contig_2	cds	681716	681805	-	AJMLCG_00699	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A5A627
contig_2	ncRNA	682111	682240	+	AJMLCG_00700	150.2	1.7e-25	-	-	-	RFAM:RF01400
contig_2	cds	682370	682468	+	AJMLCG_00701	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P03061
contig_2	cds	682574	684262	+	AJMLCG_00702	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P08142
contig_2	cds	684266	684556	+	AJMLCG_00703	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADF8
contig_2	cds	684632	685222	+	AJMLCG_00704	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGA6
contig_2	cds	685222	686724	+	AJMLCG_00705	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P09835
contig_2	cds	686734	688053	+	AJMLCG_00706	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P09836
contig_2	cds	688191	689582	+	AJMLCG_00707	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGC0
contig_2	cds	689628	691394	-	AJMLCG_00708	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31441
contig_2	cds	691569	692903	+	AJMLCG_00709	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31440
contig_2	cds	692956	693408	+	AJMLCG_00710	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADL3
contig_2	cds	693571	694809	+	AJMLCG_00711	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A024LCA0
contig_2	cds	694850	695143	-	AJMLCG_00712	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q2M7X4
contig_2	cds	695365	696183	+	AJMLCG_00713	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P04846
contig_2	cds	696187	697110	-	AJMLCG_00714	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31437
contig_2	cds	697221	698405	-	AJMLCG_00715	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31436
contig_2	tRNA	699042	699136	-	AJMLCG_00716	142.5	-	-	-	-	-
contig_2	cds	699429	700811	+	AJMLCG_00717	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31435
contig_2	cds	700821	703139	+	AJMLCG_00718	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31434
contig_2	cds	703192	704901	-	AJMLCG_00719	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P31433
contig_2	cds	705022	706413	-	AJMLCG_00720	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGM9
contig_2	cds	706693	707898	+	AJMLCG_00721	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AER8
contig_2	cds	708067	710148	-	AJMLCG_00722	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P24230
contig_2	cds	710154	710843	-	AJMLCG_00723	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGJ2
contig_2	cds	710850	712958	-	AJMLCG_00724	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AG24
contig_2	cds	712977	713252	-	AJMLCG_00725	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8ARN6
contig_2	cds	713307	713930	-	AJMLCG_00726	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P60546
contig_2	cds	714188	715870	+	AJMLCG_00727	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P25772
contig_2	cds	715867	716484	-	AJMLCG_00728	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGM2
contig_2	cds	716774	717598	-	AJMLCG_00729	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P23840
contig_2	cds	717819	718682	-	AJMLCG_00730	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P23839
contig_2	cds	718809	719495	+	AJMLCG_00731	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0CG19
contig_2	sorf	719540	719578	+	AJMLCG_00732	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P17776
contig_2	cds	719590	720231	+	AJMLCG_00733	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7E3
contig_2	cds	720268	720864	-	AJMLCG_00734	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0C093
contig_2	cds	720971	721429	-	AJMLCG_00735	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P06968
contig_2	cds	721407	722627	-	AJMLCG_00736	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ABQ0
contig_2	cds	722799	723467	+	AJMLCG_00737	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P25531
contig_2	cds	723684	723920	+	AJMLCG_00738	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A7M2
contig_2	cds	723941	724108	+	AJMLCG_00739	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A8ARM4
contig_2	cds	724206	725015	+	AJMLCG_00740	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P05523
contig_2	cds	725054	725533	-	AJMLCG_00741	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6I6
contig_2	cds	725541	726818	-	AJMLCG_00742	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AC75
contig_2	ncRNA-region	727138	727176	+	-	55.4	1.6e-11	-	-	-	RFAM:RF01707
contig_2	cds	727224	728294	+	AJMLCG_00743	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P25742
contig_2	cds	728291	729415	+	AJMLCG_00744	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P25740
contig_2	cds	729408	730205	+	AJMLCG_00745	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P25741
contig_2	cds	730242	731177	+	AJMLCG_00746	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P27126
contig_2	cds	731221	732300	+	AJMLCG_00747	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P27127
contig_2	cds	732300	733319	+	AJMLCG_00748	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P27128
contig_2	cds	733359	734375	+	AJMLCG_00749	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P27129
contig_2	cds	734393	735091	+	AJMLCG_00750	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P27240
contig_2	cds	735162	736013	+	AJMLCG_00751	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P27241
contig_2	cds	736046	737119	+	AJMLCG_00752	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P27242
contig_2	cds	737151	738410	-	AJMLCG_00753	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P27243
contig_2	cds	738420	739379	-	AJMLCG_00754	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P24173
contig_2	cds	739383	740429	-	AJMLCG_00755	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37692
contig_2	cds	740439	741371	-	AJMLCG_00756	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P67910
contig_2	cds	741660	742532	+	AJMLCG_00757	585.0	3.4e-211	1.0	1.0	0.983	UniRef:UniRef90_P25666
contig_2	cds	742807	744003	+	AJMLCG_00758	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AB77
contig_2	cds	744013	745038	+	AJMLCG_00759	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P07913
contig_2	cds	745277	746311	+	AJMLCG_00760	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P11290
contig_2	cds	746298	747257	-	AJMLCG_00761	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37691
contig_2	cds	747261	748520	-	AJMLCG_00762	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37690
contig_2	cds	748554	750098	-	AJMLCG_00763	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37689
contig_2	cds	750343	750774	+	AJMLCG_00764	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AG27
contig_2	cds	750916	751167	+	AJMLCG_00765	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AC62
contig_2	cds	751230	751697	+	AJMLCG_00766	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AG86
contig_2	cds	751697	752716	+	AJMLCG_00767	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A6S7
contig_2	cds	752796	753617	+	AJMLCG_00768	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9D4
contig_2	cds	753670	754143	-	AJMLCG_00769	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGJ7
contig_2	cds	754341	755531	-	AJMLCG_00770	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P33232
contig_2	cds	755528	756304	-	AJMLCG_00771	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACL7
contig_2	cds	756304	757959	-	AJMLCG_00772	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P33231
contig_2	cds	758331	758693	-	AJMLCG_00773	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADK8
contig_2	cds	758978	759187	+	AJMLCG_00774	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q2M7R5
contig_2	cds	759199	759786	-	AJMLCG_00775	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AF10
contig_2	cds	759786	760934	-	AJMLCG_00776	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P09424
contig_2	cds	761164	763077	-	AJMLCG_00777	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P00550
contig_2	cds	763614	763976	+	AJMLCG_00778	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P32108
contig_2	cds	763979	765115	+	AJMLCG_00779	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AFV0
contig_2	cds	766720	767181	-	AJMLCG_00780	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P32106
contig_2	cds	767436	768131	-	AJMLCG_00781	419.0	1.6e-147	0.853	0.828	0.995	UniRef:UniRef90_UPI0018697362
contig_2	cds	768179	769021	-	AJMLCG_00782	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADK6
contig_2	cds	769042	773175	-	AJMLCG_00783	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P16916
contig_2	cds	773403	774011	+	AJMLCG_00784	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACA1
contig_2	cds	774109	775500	+	AJMLCG_00785	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A821
contig_2	cds	775497	777341	+	AJMLCG_00786	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P14081
contig_2	cds	777531	778682	+	AJMLCG_00787	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37686
contig_2	cds	778847	780385	+	AJMLCG_00788	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37685
contig_2	cds	780604	780816	-	AJMLCG_00789	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A061K159
contig_2	cds	780930	781253	+	AJMLCG_00790	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADK4
contig_2	cds	781259	782395	+	AJMLCG_00791	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37683
contig_2	cds	782392	783366	-	AJMLCG_00792	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37682
contig_2	cds	783490	784230	+	AJMLCG_00793	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37681
contig_2	cds	784577	785272	-	AJMLCG_00794	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37680
contig_2	cds	785266	786126	-	AJMLCG_00795	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37679
contig_2	cds	786119	786781	-	AJMLCG_00796	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37678
contig_2	cds	786778	788274	-	AJMLCG_00797	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37677
contig_2	cds	788278	789264	-	AJMLCG_00798	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37676
contig_2	cds	789277	790554	-	AJMLCG_00799	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37675
contig_2	cds	790557	791030	-	AJMLCG_00800	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37674
contig_2	cds	791148	791615	-	AJMLCG_00801	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37673
contig_2	cds	791627	792625	-	AJMLCG_00802	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37672
contig_2	cds	792826	793674	+	AJMLCG_00803	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37671
contig_2	cds	793776	794249	+	AJMLCG_00804	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P56256
contig_2	ncRNA	794331	794373	+	AJMLCG_00805	46.3	5.0e-06	-	-	-	RFAM:RF02751
contig_2	cds	794400	795653	-	AJMLCG_00806	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P09053
contig_2	cds	795831	797861	-	AJMLCG_00807	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P25718
contig_2	sorf	798155	798181	+	AJMLCG_00808	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0DSH2
contig_2	cds	798181	799005	+	AJMLCG_00809	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P27297
contig_2	cds	799201	800379	-	AJMLCG_00810	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ACI3
contig_2	cds	800457	801638	-	AJMLCG_00811	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AGI4
contig_2	cds	801616	803157	-	AJMLCG_00812	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37388
contig_2	cds	803235	804227	-	AJMLCG_00813	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37387
contig_2	cds	804593	805915	+	AJMLCG_00814	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P00944
contig_2	cds	805987	807441	+	AJMLCG_00815	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P09099
contig_2	cds	807610	807951	+	AJMLCG_00816	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P11286
contig_2	cds	807997	808434	+	AJMLCG_00817	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADJ8
contig_2	cds	808476	809471	-	AJMLCG_00818	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37669
contig_2	cds	809646	809945	+	AJMLCG_00819	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q2M7M3
contig_2	cds	810040	810951	+	AJMLCG_00820	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P00960
contig_2	cds	810961	813030	+	AJMLCG_00821	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P00961
contig_2	ncRNA	813204	813343	+	AJMLCG_00822	69.7	9.7e-11	-	-	-	RFAM:RF01794
contig_2	cds	813309	813674	-	AJMLCG_00823	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A232NZ24
contig_2	cds	814157	814678	-	AJMLCG_00824	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P19768
contig_2	cds	814758	814910	+	AJMLCG_00825	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37305
contig_2	ncRNA-region	815042	815469	-	-	500.9	4.5e-54	-	-	-	RFAM:RF01766
contig_2	cds	815097	815309	-	AJMLCG_00826	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9X9
contig_2	cds	815590	815880	-	AJMLCG_00827	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A9V5
contig_2	cds	816314	817024	+	AJMLCG_00828	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADK0
contig_2	cds	817074	818048	-	AJMLCG_00829	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37666
contig_2	cds	818152	818811	-	AJMLCG_00830	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37665
contig_2	cds	818964	821297	+	AJMLCG_00831	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P20099
contig_2	cds	821266	821706	-	AJMLCG_00832	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37664
contig_2	cds	821703	822266	-	AJMLCG_00833	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P05100
contig_2	cds	822424	823122	+	AJMLCG_00834	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37663
contig_2	cds	823351	824559	+	AJMLCG_00835	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37662
contig_2	cds	824883	826574	+	AJMLCG_00836	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37661
contig_2	tRNA	826666	826742	+	AJMLCG_00837	76.0	-	-	-	-	-
contig_2	ncRNA-region	826777	826910	+	-	101.4	2.8e-15	-	-	-	RFAM:RF00391
contig_2	ncRNA	827004	827083	-	AJMLCG_00838	69.0	6.1e-10	-	-	-	RFAM:RF02564
contig_2	cds	827653	829260	+	AJMLCG_00839	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P23847
contig_2	ncRNA	829319	829361	-	AJMLCG_00840	56.8	5.1e-08	-	-	-	RFAM:RF02751
contig_2	cds	829568	830587	+	AJMLCG_00841	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AEF8
contig_2	cds	830597	831499	+	AJMLCG_00842	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AEG1
contig_2	cds	831510	832493	+	AJMLCG_00843	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AAG0
contig_2	cds	832490	833494	+	AJMLCG_00844	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37313
contig_2	cds	833524	834795	-	AJMLCG_00845	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37660
contig_2	ncRNA	835157	835222	-	AJMLCG_00846	87.1	8.2e-18	-	-	-	RFAM:RF01813
contig_2	cds	835271	835378	+	AJMLCG_00847	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_Q6BF25
contig_2	cds	835465	837144	-	AJMLCG_00848	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37659
contig_2	cds	837141	837332	-	AJMLCG_00849	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADJ5
contig_2	cds	837329	838888	-	AJMLCG_00850	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A037YLQ2
contig_2	cds	839173	839361	+	AJMLCG_00851	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0ADJ3
contig_2	cds	839397	840125	+	AJMLCG_00852	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37655
contig_2	cds	840122	842740	+	AJMLCG_00853	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37653
contig_2	cds	842787	845090	+	AJMLCG_00854	1510.0	0.0	1.004	0.985	0.991	UniRef:UniRef90_A0A7A7FAA8
contig_2	cds	845097	846203	+	AJMLCG_00855	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37651
contig_2	cds	846185	849658	+	AJMLCG_00856	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37650
contig_2	cds	849779	851728	+	AJMLCG_00857	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37649
contig_2	cds	851911	853197	+	AJMLCG_00858	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A830
contig_2	cds	853418	854914	+	AJMLCG_00859	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37648
contig_2	cds	855010	855939	-	AJMLCG_00860	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37647
contig_2	cds	856171	856938	+	AJMLCG_00861	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37646
contig_2	cds	857008	859068	+	AJMLCG_00862	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37645
contig_2	cds	859250	860572	-	AJMLCG_00863	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37643
contig_2	cds	860983	861996	-	AJMLCG_00864	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37642
contig_2	cds	862045	863016	-	AJMLCG_00865	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37641
contig_2	cds	863464	864066	+	AJMLCG_00866	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37640
contig_2	cds	864117	865766	-	AJMLCG_00867	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P62601
contig_2	cds	866170	867567	+	AJMLCG_00868	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37197
contig_2	cds	867778	869178	+	AJMLCG_00869	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P69908
contig_2	cds	869548	870372	+	AJMLCG_00870	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37639
contig_2	ncRNA	870384	870497	-	AJMLCG_00871	150.0	1.3e-25	-	-	-	RFAM:RF00122
contig_2	cds	870740	871468	+	AJMLCG_00872	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P63201
contig_2	cds	871831	874944	-	AJMLCG_00873	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37637
contig_2	cds	874969	876126	-	AJMLCG_00874	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37636
contig_2	cds	876186	876464	+	AJMLCG_00875	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A037YJF7
contig_2	ncRNA	876276	876347	-	AJMLCG_00876	105.1	1.2e-17	-	-	-	RFAM:RF02754
contig_2	cds	876465	876992	-	AJMLCG_00877	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P63204
contig_2	cds	877791	878363	-	AJMLCG_00878	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AET5
contig_2	cds	878618	878950	+	AJMLCG_00879	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AES9
contig_2	cds	879054	879392	+	AJMLCG_00880	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AET2
contig_2	cds	879528	880103	+	AJMLCG_00881	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AFV3
contig_2	cds	880145	880675	-	AJMLCG_00882	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37195
contig_2	cds	880831	881397	-	AJMLCG_00883	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37194
contig_2	cds	882196	883176	+	AJMLCG_00884	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0CE57
contig_2	cds	883285	884067	-	AJMLCG_00885	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37635
contig_2	cds	884696	885121	-	AJMLCG_00886	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AB96
contig_2	cds	885134	886423	-	AJMLCG_00887	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AB93
contig_2	cds	886477	886830	-	AJMLCG_00888	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37309
contig_2	ncRNA	886981	887064	-	AJMLCG_00889	108.4	3.7e-17	-	-	-	RFAM:RF02891
contig_2	ncRNA	887212	887295	-	AJMLCG_00890	106.3	9.1e-17	-	-	-	RFAM:RF02891
contig_2	cds	887369	887542	-	AJMLCG_00891	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_A0A094VSA0
contig_2	cds	887707	889059	-	AJMLCG_00892	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P06715
contig_2	cds	889131	889973	-	AJMLCG_00893	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P37634
contig_2	cds	890176	892218	+	AJMLCG_00894	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P27298
contig_2	cds	892226	892978	+	AJMLCG_00895	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P68567
contig_2	cds	893027	894496	-	AJMLCG_00896	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P36837
contig_2	sorf	894672	894746	+	AJMLCG_00897	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0DSG9
contig_2	cds	894813	895247	-	AJMLCG_00898	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0AED0
contig_2	cds	895638	895973	+	AJMLCG_00899	-	0.0	1.0	1.0	1.0	UniRef:UniRef100_P0A8S5
